text,labels
2. Solve −u′′ = x with u(0) = u(1) = 0. Then solve approximately with two hat func-,pos_def_matrices
tions and h = 1,pos_def_matrices
3. Where is the largest error?,pos_def_matrices
"3. Suppose −u′′ = 2, with the boundary condition u(1) = 0 changed to u′(1) = 0. This",pos_def_matrices
“natural” condition on u′ need not be imposed on the trial functions V. With h = 1,pos_def_matrices
"there is an extra half-hat V3, which goes from 0 to 1 between x = 2",pos_def_matrices
3 and x = 1.,pos_def_matrices
3)2dx and f3 =,pos_def_matrices
� 2V3dx. Solve Ay = f for the ﬁnite element,pos_def_matrices
solution y1V1 +y2V2 +y3V3.,pos_def_matrices
"4. Solve −u′′ = 2 with a single hat function, but place its node at x = 1",pos_def_matrices
4 instead of x = 1,pos_def_matrices
"(Sketch this function V1.) With boundary conditions u(0) = u(1) = 0, compare the",pos_def_matrices
ﬁnite element approximation with the true u = x−x2.,pos_def_matrices
5. Galerkin’s method starts with the differential equation (say −u′′ = f(x)) instead of,pos_def_matrices
"the energy P. The trial solution is still u = y1V1 + y2V2 + ··· + ynVn, and the y’s are",pos_def_matrices
chosen to make the difference between −u′′ and f orthogonal to every Vj:,pos_def_matrices
6.5 The Finite Element Method,pos_def_matrices
"integrate the left side by parts to reach Ay = f, proving that Galerkin gives the same",pos_def_matrices
A and f as Rayleigh-Ritz for symmetric problems.,pos_def_matrices
6. A basic identity for quadratics shows y = A−1b as minimizing:,pos_def_matrices
The minimum over a subspace of trial functions is at the y nearest to A−1b. (That,pos_def_matrices
makes the ﬁrst term on the right as small as possible; it is the key to convergence of,pos_def_matrices
"U to u.) If A = I and b = (1,0,0), which multiple of V = (1,1,1) gives the smallest",pos_def_matrices
value of P(y) = 1,pos_def_matrices
7. For a single hat function V(x) centered at x = 1,pos_def_matrices
"2, compute A =",pos_def_matrices
� (V ′)2dx and M =,pos_def_matrices
"� V 2dx. In the 1 by 1 eigenvalue problem, is λ = A/M larger or smaller than the true",pos_def_matrices
eigenvalue λ = π2?,pos_def_matrices
8. For the hat functions V1 and V2 centered at x = h = 1,pos_def_matrices
3 and x = 2h = 2,pos_def_matrices
"3, compute the 2",pos_def_matrices
by 2 mass matrix Mi j =,pos_def_matrices
"� ViVjdx, and solve the eigenvalue problem Ax = λMx.",pos_def_matrices
9. What is the mass matrix Mi j =,pos_def_matrices
� ViVjdx for n hat functions with h =,pos_def_matrices
One aim of this book is to explain the useful parts of matrix theory. In comparison,computations
"with older texts in abstract linear algebra, the underlying theory has not been radically",computations
changed. One of the best things about the subject is that the theory is really essential,computations
for the applications. What is different is the change in emphasis which comes with a,computations
new point of view. Elimination becomes more than just a way to ﬁnd a basis for the,computations
"row space, and the Gram-Schmidt process is not just a proof that every subspace has an",computations
"orthonormal basis. Instead, we really need these algorithms. And we need a convenient",computations
"description, A = LU or A = QR, of what they do.",computations
This chapter will take a few more steps in the same direction. I suppose these steps are,computations
"governed by computational necessity, rather than by elegance, and I don’t know whether",computations
"to apologize for that; it makes them sound very superﬁcial, and that is wrong. They deal",computations
"with the oldest and most fundamental problems of the subject, Ax = b and Ax = λx, but",computations
they are continually changing and improving. In numerical analysis there is a survival,computations
"of the ﬁttest, and we want to describe some ideas that have survived so far. They fall",computations
1. Techniques for Solving Ax = b.,computations
"Elimination is a perfect algorithm, except",computations
when the particular problem has special properties—as almost every problem has. Sec-,computations
"tion 7.4 will concentrate on the property of sparseness, when most of the entries in A",computations
are zero. We develop iterative rather than direct methods for solving Ax = b. An iter-,computations
"ative method is “self-correcting,” and never reaches the exact answer. The object is to",computations
"get close more quickly than elimination. In some problems, that can be done; in many",computations
"others, elimination is safer and faster if it takes advantage of the zeros. The competition",computations
"is far from over, and we will identify the spectral radius that controls the speed of con-",computations
vergence to x = A−1b.,computations
2. Techniques for Solving Ax = λx.,computations
The eigenvalue problem is one of the out-,computations
7.2 Matrix Norm and Condition Number,computations
"standing successes of numerical analysis. It is clearly deﬁned, its importance is obvious,",computations
but until recently no one knew how to solve it. Dozens of algorithms have been sug-,computations
"gested, and everything depends on the size and the properties of A (and on the number",computations
"of eigenvalues that are wanted). You can ask LAPACK for an eigenvalue subroutine,",computations
"without knowing its contents, but it is better to know. We have chosen two or three ideas",computations
"that have superseded almost all of their predecessors: the QR algorithm, the family of",computations
"“power methods,” and the preprocessing of a symmetric matrix to make it tridiagonal.",computations
"The ﬁrst two methods are iterative, and the last is direct. It does its job in a ﬁnite",computations
"number of steps, but it does not end up with the eigenvalues themselves. This produces",computations
a much simpler matrix to use in the iterative steps.,computations
3. The Condition Number of a Matrix.,computations
Section 7.2 attempts to measure the,computations
"“sensitivity” of a problem: If A and b are slightly changed, how great is the effect on",computations
"x = A−1b? Before starting on that question, we need a way to measure A and the change",computations
"∆A. The length of a vector is already deﬁned, and now we need the norm of a matrix.",computations
"Then the condition number, and the sensitivity of A will follow from multiplying the",computations
norms of A and A−1. The matrices in this chapter are square.,computations
Matrix Norm and Condition Number,computations
"An error and a blunder are very different things. An error is a small mistake, probably",computations
unavoidable even by a perfect mathematician or a perfect computer. A blunder is much,computations
"more serious, and larger by at least an order of magnitude. When the computer rounds",computations
"oft a number after 16 bits, that is an error, But when a problem is so excruciatingly",computations
"sensitive that this roundoff error completely changes the solution, then almost certainly",computations
someone has committed a blunder. Our goal in this section is to analyze the effect of,computations
"errors, so that blunders can be avoided.",computations
We are actually continuing a discussion that began in Chapter 1 with,computations
"We claimed that B is well-conditioned, and not particularly sensitive to roundoff—except",computations
"that if Gaussian elimination is applied in a stupid way, the matrix becomes completely",computations
"vulnerable. It is a blunder to accept .0001 as the ﬁrst pivot, and we must insist on a larger",computations
and safer choice by exchanging the rows of B. When “partial pivoting” is built into the,computations
"elimination algorithm, the computer automatically looks for the largest pivot. Then the",computations
natural resistance to roundoff error is no longer compromised.,computations
"How do we measure this natural resistance, and decide whether a matrix is well-",computations
"conditioned or ill-conditioned? If there is a small change in b or in A, how large a",computations
change does that produce in the solution x?,computations
Chapter 7 Computations with Matrices,computations
"We begin with a change in the right-hand side, from b to b +δb. This error might",computations
"come from experimental data or from roundoff. We may suppose that δb is small, but",computations
its direction is outside our control. The solution is changed from x to x+δx:,computations
An error δb leads to δx = A−1δb. There will be a large change in the solution x when,computations
A−1 is large—A is nearly singular. The change in x is especially large when δb points in,computations
the direction that is ampliﬁed most by A−1.,computations
Suppose A is symmetric and its eigenvalues are positive: 0 < λ1 ≤ ··· ≤ λn. Any,computations
"vector δb is a combination of the corresponding unit eigenvectors x1,...,xn. The worst",computations
"error δx, coming from A−1, is in the direction of the ﬁrst eigenvector x1:",computations
"The error ∥δb∥ is ampliﬁed by 1/λ1, which is the largest eigenvalue of A−1. This",computations
"ampliﬁcation is greatest when λ1 is near zero, and A is nearly singular.",computations
Measuring sensitivity entirely by λ1 has a serious drawback. Suppose we multiply all,computations
the entries of A by 1000; then λ1 will be multiplied by 1000 and the matrix will look,computations
much less singular. This offends our sense of fair play; such a simple rescaling cannot,computations
"make an ill-conditioned matrix well. It is true that δx will be 1000 times smaller, but so",computations
will the solution x = A−1b. The relative error ∥δx∥/∥x∥ will be the same. Dividing by,computations
∥x∥ normalizes the problem against a trivial change of scale. At the same time there is,computations
a normalization for δb; our problem is to compare the relative change ∥δb∥/∥b∥ with,computations
the relative error ∥δx∥/∥x∥.,computations
The worst case is when ∥δx∥ is large—with δb in the direction of the eigenvector,computations
x1—and when ∥x∥ is small. The true solution x should be as small as possible compared,computations
"to the true b. This means that the original problem Ax = b should be at the other extreme,",computations
"in the direction of the last eigenvector xn: if b = xn, then x = A−1b = b/λn.",computations
"It is this combination, b = xn and δb = εx1, that makes the relative error as large as",computations
possible. These are the extreme cases in the following inequalities:,computations
"For a positive deﬁnite matrix, the solution x = A−1b and the error δx =",computations
The ratio c = λmax/λmin is the condition number of a positive deﬁnite matrix,computations
Example 1. The eigenvalues of A are approximately λ1 = 10−4/2 and λ2 = 2:,computations
has condition number about,computations
7.2 Matrix Norm and Condition Number,computations
We must expect a violent change in the solution from ordinary changes in the data.,computations
Chapter 1 compared the equations Ax = b and Ax′ = b′:,computations
u + 1.0001v = 2,computations
u + 1.0001v = 2.0001.,computations
"The right-hand sides are changed only by ∥δb∥ = .0001 = 10−4. At the same time, the",computations
"solution goes from u = 2, v = 0 to u = v = 1. This is a relative error of",computations
"Without having made any special choice of the perturbation, there was a relatively large",computations
"change in the solution. Our x and δb make 45° angles with the worst cases, which",computations
accounts for the missing 2 between 2·104 and the extreme possibility c = 4·104.,computations
"If A = I or even if A = I/10, its condition number is c = λmax/λmin = 1. By compari-",computations
"son, the determinant is a terrible measure of ill-conditioning. It depends not only on the",computations
"scaling but also on the order n; if A = I/10, then the determinant of A is 10−n. In fact,",computations
this “nearly singular” matrix is as well-conditioned as possible.,computations
Example 2. The n by n ﬁnite difference matrix A has λmax ≈ 4 and λmin ≈ π2/n2:,computations
The condition number is approximately c(A) = 1,computations
"2n2, and this time the dependence on the",computations
"order n is genuine. The better we approximate −u′′ = f, by increasing the number of",computations
"unknowns, the harder it is to compute the approximation. At a certain crossover point,",computations
an increase in n will actually produce a poorer answer.,computations
"Fortunately for the engineer, this crossover occurs where the accuracy is already",computations
"pretty good. Working in single precision, a typical computer might make roundoff errors",computations
"of order 10−9. With n = 100 unknowns and c = 5000, the error is ampliﬁed at most to",computations
be of order 10−5—which is still more accurate than any ordinary measurements. But,computations
"there will be trouble with 10,000 unknowns, or with a 1, −4, 6, −4, 1 approximation to",computations
d4u/dx4 = f(x)—for which the condition number grows as n4.1,computations
Our analysis so far has applied to symmetric matrices with positive eigenvalues. We,computations
"could easily drop the positivity assumption, and use absolute values |λ|. But to go",computations
"1The usual rule of thumb, experimentally veriﬁed, is that the computer can lose logc decimal places to the",computations
roundoff errors in Gaussian elimination.,computations
Chapter 7 Computations with Matrices,computations
"beyond symmetry, as we certainly want to do, there will have to be a major change. This",computations
is easy to see for the very unsymmetric matrices,computations
"The eigenvalues all equal one, but the proper condition number is not λmax/λmin = 1.",computations
The relative change in x is not bounded by the relative change in b. Compare,computations
A 1% change in b has produced a hundredfold change in x; the ampliﬁcation factor is,computations
"1002. Since c represents an upper bound, the condition number must be at least 10,000.",computations
The difﬁculty here is that a large off-diagonal entry in A means an equally large entry in,computations
A−1. Expecting A−1 to get smaller as A gets bigger is often wrong.,computations
"For a proper deﬁnition of the condition number, we look back at equation (3). We",computations
"were trying to make x small and b = Ax large. When A is not symmetric, the maximum of",computations
∥Ax∥/∥x∥ may be found at a vector x that is not one of the eigenvectors. This maximum,computations
is an excellent measure of the size of A. It is the norm of A.,computations
The norm of A is the number ∥A∥ deﬁned by,computations
"In other words, ∥A∥ bounds the “amplifying power” of the matrix:",computations
for all vectors x.,computations
The matrices A and A−1 in equation (4) have norms somewhere between 100 and 101.,computations
"They can be calculated exactly, but ﬁrst we want to complete the connection between",computations
"norms and condition numbers. Because b = Ax and δx = A−1δb, equation (6) gives",computations
"This is the replacement for equation (3), when A is not symmetric. In the symmetric case,",computations
"∥A∥ is the same as λmax, and ∥A−1∥ is the same as 1/λmin. The correct replacement for",computations
λmax/λmin is the product ∥A∥∥A−1∥—which is the condition number.,computations
The condition number of A is c = ∥A∥∥A−1∥. The relative error satisﬁes,computations
directly from equation (7).,computations
"If we perturb the matrix A instead of the right-hand side b, then",computations
from equation (10) below.,computations
7.2 Matrix Norm and Condition Number,computations
"What is remarkable is that the same condition number appears in equation (9), when the",computations
"matrix itself is perturbed: If Ax = b and (A+δA)(x+δx) = b, then by subtraction",computations
"Multiplying by δA ampliﬁes a vector by no more than ∥δA∥, and multiplying by A−1",computations
"ampliﬁes by no more than ∥A−1∥. Then ∥δx∥ < ∥A−1∥∥δA∥∥x+δx∥, which is",computations
∥x+δx∥ ≤ ∥A−1∥∥δA∥ = c∥δA∥,computations
These inequalities mean that roundoff error comes from two sources. One is the,computations
"natural sensitivity of the problem, measured by c. The other is the actual error δb",computations
or δA. This was the basis of Wilkinson’s error analysis. Since elimination actually,computations
"produces approximate factors L′ and U′, it solves the equation with the wrong matrix",computations
A + δA = L′U′ instead of the right matrix A = LU. He proved that partial pivoting,computations
controls δA—so the burden of the roundoff error is carried by the condition number c.,computations
A Formula for the Norm,computations
The norm of A measures the largest amount by which any vector (eigenvector or not),computations
is ampliﬁed by matrix multiplication: ∥A∥ = max(∥Ax∥/∥x∥). The norm of the identity,computations
"matrix is 1. To compute the norm, square both sides to reach the symmetric ATA:",computations
∥A∥2 = max ∥Ax∥2,computations
∥x∥2 = max xTATAx,computations
7D ∥A∥ is the square root of the largest eigenvalue of ATA: ∥A∥2 = λmax(ATA).,computations
The vector that A ampliﬁes the most is the corresponding eigenvector of ATA:,computations
= λmax(ATA) = ∥A∥2.,computations
Figure 7.1 shows an unsymmetric matrix with eigenvalues λ1 = λ2 = 1 and norm,computations
∥A∥ = 1.618. In this case A−1 has the same norm. The farthest and closest points Ax on,computations
"the ellipse come from eigenvectors x of ATA, not of A.",computations
"Note 1. The norm and condition number are not actually computed in practice, only",computations
"estimated, There is not time to solve an eigenvalue problem for λmax(ATA).",computations
"Note 2. In the least-squares equation ATAx = ATb, the condition number c(ATA) is the",computations
square of c(A). Forming ATA can turn a healthy problem into a sick one. It may be,computations
"necessary to orthogonalize A by Gram-Schmidt, instead of computing with ATA.",computations
Note 3. The singular values of A in the SVD are the square roots of the eigenvalues of,computations
"ATA. By equation (12), another formula for the norm is ∥A∥ = σmax. The orthogonal",computations
U and V leave lengths unchanged in ∥Ax∥ = ∥UΣV Tx∥. So the largest ∥Ax∥/∥x∥ comes,computations
from the largest σ in the diagonal matrix Σ.,computations
Chapter 7 Computations with Matrices,computations
ellipse of all Ax,computations
circle ∥x∥ = 1,computations
∥A∥ = 1 +,computations
∥A∥2 = λmax(ATA) ≈ 2.618,computations
∥A−1∥2 = λmin(ATA) ≈ 0.382,computations
c(A) = ∥A∥∥A−1∥ ≈ (1.618)2,computations
Figure 7.1: The norms of A and A−1 come from the longest and shortest Ax.,computations
Note 4. Roundoff error also enters Ax = λx. What is the condition number of the eigen-,computations
value problem? The condition number of the diagonalizing S measures the sensitivity,computations
"of the eigenvalues. If µ is an eigenvalue of A + E, then its distance from one of the",computations
eigenvalues of A is,computations
|µ −λ| ≤ ∥S∥∥S−1∥∥E∥ = c(S)∥E∥.,computations
"With orthonormal eigenvectors and S = Q, the eigenvalue problem is perfectly condi-",computations
tioned: c(Q) = 1. The change δλ in the eigenvalues is no greater than the change δA.,computations
"Therefore the best case is when A is symmetric, or more generally when AAT = ATA.",computations
Then A is a normal matrix; its diagonalizing S is an orthogonal Q (Section 5.6).,computations
"If xk is the kth column of S and yk is the kth row of S−1, then λk changes by",computations
δλk = ykExk +terms of order ∥E∥2.,computations
"In practice, ykExk is a realistic estimate of δλ. The idea in every good algorithm is to",computations
"keep the error matrix E as small as possible—usually by insisting, as in the next section,",computations
on orthogonal matrices at every step of the computation of λ.,computations
"1. For an orthogonal matrix Q, show that ∥Q∥ = 1 and also c(Q) = 1. Orthogonal",computations
matrices (and their multiples αQ) are the only perfectly conditioned matrices.,computations
"2. Which “famous” inequality gives ∥(A+B)x∥ ≤ ∥Ax∥+∥Bx∥, and why does it follow",computations
from equation (5) that ∥A+B∥ ≤ ∥A∥+∥B∥?,computations
"3. Explain why ∥ABx∥ ≤ ∥A∥∥B∥∥x∥, and deduce from equation (5) that ∥AB∥ ≤ ∥A∥∥B∥.",computations
Show that this also implies c(AB) ≤ c(A)c(B).,computations
7.2 Matrix Norm and Condition Number,computations
4. For the positive deﬁnite A =,computations
", compute ∥A−1∥ = 1/λ1, ∥A∥ = λ2, and c(A) =",computations
λ2/λ1. Find a right-hand side b and a perturbation δb so that the error is the worst,computations
"possible, ∥δx∥/∥x∥ = c∥δb∥/∥b∥.",computations
"5. Show that if λ is any eigenvalue of A, Ax = λx, then |λ| ≤ ∥A∥.",computations
6. The matrices in equation (4) have norms between 100 and 101. Why?,computations
"7. Comparing the eigenvalues of ATA and AAT, prove that ∥A∥ = ∥AT∥.",computations
"8. For a positive deﬁnite A, the Cholesky decomposition is A = LDLT = RTR, where",computations
DLT. Show directly from equation (12) that the condition number of c(R) is,computations
the square root of c(A). Elimination without row exchanges cannot hurt a positive,computations
"deﬁnite matrix, since c(A) = c(RT)c(R).",computations
"9. Show that max|λ| is not a true norm, by ﬁnding 2 by 2 counterexamples to λmax(A+",computations
B) ≤ λmax(A)+λmax(B) and λmax(AB) ≤ λmax(A)λmax(B).,computations
10. Show that the eigenvalues of B =,computations
"are ±σi, the singular values of A. Hint: Try",computations
11. (a) Do A and A−1 have the same condition number c?,computations
"(b) In parallel with the upper bound (8) on the error, prove a lower bound:",computations
(Consider A−1b = x instead of Ax = b.),computations
12. Find the norms λmax and condition numbers λmax/λmin of these positive deﬁnite,computations
13. Find the norms and condition numbers from the square roots of λmax(ATA) and,computations
14. Prove that the condition number ∥A∥∥A−1∥ is at least 1.,computations
15. Why is I the only symmetric positive deﬁnite matrix that has λmax = λmin = 1? Then,computations
the only matrices with ∥A∥ = 1 and ∥A−1∥ = 1 must have ATA = I. They are,computations
"16. Orthogonal matrices have norm ∥Q∥ = 1. If A = QR, show that ∥A∥ ≤ ∥R∥ and also",computations
∥R∥ ≤ ∥A∥. Then ∥A∥ = ∥Q∥∥R∥. Find an example of A = LU with ∥A∥ < ∥L∥∥U∥.,computations
Chapter 7 Computations with Matrices,computations
17. (Suggested by Moler and Van Loan) Compute b−Ay and b−Az when,computations
Is y closer than z to solving Ax = b? Answer in two ways: Compare the residual,computations
"b−Ay to b−Az. Then compare y and z to the true x = (1,−1), Sometimes we want",computations
"a small residual, sometimes a small δx.",computations
Problems 18–20 are about vector norms other than the usual ∥x∥ = √x·x.,computations
18. The “ℓ1 norm” is ∥x∥1 = |x|1+···+|x|n. The “ℓ∞ norm” is ∥x∥∞ = max|xi|. Compute,computations
"∥x∥, ∥x∥1 and ∥x∥∞ for the vectors",computations
19. Prove that ∥x∥∞ ≤ ∥x∥ ≤ ∥x∥1. Show from the Schwarz inequality that the ratios,computations
"∥x∥/∥x∥∞ and ∥x∥1/∥x∥ are never larger than √n. Which vector (x1,...,xn) gives",computations
ratios equal to √n?,computations
20. All vector norms must satisfy the triangle inequality. Prove that,computations
∥x+y∥∞ ≤ ∥x∥∞ +∥y∥∞,computations
∥x+y∥1 ≤ ∥x∥1 +∥y∥1.,computations
21. Compute the exact inverse of the Hilbert matrix A by elimination. Then compute,computations
A−1 again by rounding all numbers to three ﬁgures:,computations
A = hilb(3) =,computations
"22. For the same A, compute b = Ax for x = (1,1,1) and x = (0,6,−3.6). A small change",computations
∆b produces a large change ∆x.,computations
23. Compute λmax and λmin for the 8 by 8 Hilbert matrix aij = 1/(i + j − 1). If Ax = b,computations
"with ∥b∥ = 1, how large can ∥x∥ be? If b has roundoff error less than 10−16, how",computations
large an error can this cause in x?,computations
"24. If you know L, U, Q, and R, is it faster to solve LUx = b or QRx = b?",computations
"25. Choosing the largest available pivot in each column (partial pivoting), factor each A",computations
into PA = LU:,computations
7.3 Computation of Eigenvalues,computations
26. Find the LU factorization of A =,computations
". On your computer, solve by elimination",computations
"when ε = 10−3,10−6,10−9,10−12,10−15:",computations
"The true x is (1,1). Make a table to show the error for each ε. Exchange the two",computations
equations and solve again—the errors should almost disappear.,computations
There is no one best way to ﬁnd the eigenvalues of a matrix. But there are certainly,computations
"some terrible ways which should never be tried, and also some ideas that do deserve a",computations
"permanent place. We begin by describing one very rough and ready approach, the power",computations
"method, whose convergence properties are easy to understand. We added a graphic",computations
"animation (with sound) to the course page web.mit.edu/18.06, to show the power method",computations
"We move steadily toward a more sophisticated algorithm, which starts by making a",computations
symmetric matrix tridiagonal and ends by making it virtually diagonal. That second step,computations
"is done by repeating Gram-Schmidt, so it is known as the QR method.",computations
The ordinary power method operates on the principle of a difference equation. It,computations
"starts with an initial guess u0 and then successively forms u1 = Au0, u2 = Au1, and",computations
in general uk+1 = Auk. Each step is a matrix-vector multiplication. After k steps it,computations
"produces uk = Aku0, although the matrix Ak will never appear. The essential thing is",computations
"that multiplication by A should be easy—if the matrix is large, it had better be sparse—",computations
because convergence to the eigenvector is often very slow. Assuming A has a full set of,computations
"eigenvectors x1,...,xn, the vector uk will be given by the usual formula:",computations
Eigenvectors weighted by λ k,computations
uk = c1λ k,computations
Suppose the largest eigenvalue λn is all by itself; there is no other eigenvalue of the same,computations
"magnitude, and |λ1| ≤ ··· ≤ |λn−1| < |λn|. Then as long as the initial guess u0 contained",computations
"some component of the eigenvector xn, so that cn ̸= 0, this component will gradually",computations
The vectors uk point more and more accurately toward the direction of xn. Their conver-,computations
"gence factor is the ratio r = |λn−1|/|λn|. It is just like convergence to a steady state, for",computations
"a Markov matrix, except now λn may not equal 1. The scaling factor λ k",computations
n in equation (1),computations
"prevents uk from growing very large or very small, in case |λn| > 1 or |λn| < 1.",computations
Chapter 7 Computations with Matrices,computations
Often we can just divide each uk by its ﬁrst component αk before taking the next step.,computations
"With this simple scaling, the power method uk+1 = Auk/αk converges to a multiple of",computations
xn. The scaling factors αk will approach λn.,computations
Example 1. The uk approach the eigenvector,computations
matrix of population shifts in Section 1.3:,computations
"If r = |λn−1|/|λn| is close to 1, then convergence is very slow. In many applications",computations
"r > .9, which means that more than 20 iterations are needed to achieve one more digit.",computations
"(The example had r = .7, and it was still slow.) If r = 1, which means |λn−1| = |λn|, then",computations
convergence will probably not occur at all. That happens (in the applet with sound) for a,computations
"complex conjugate pair λn−1 = λ n. There are several ways to get around this limitation,",computations
and we shall describe three of them:,computations
"1. The block power method works with several vectors at once, in place of uk. If we",computations
"multiply p orthonormal vectors by A, and then apply Gram-Schmidt to orthogonal-",computations
ize them again—that is a single step of the method—the convergence ratio becomes,computations
r′ = |λn−p|/|λn|. We will obtain approximations to p different eigenvalues and their,computations
2. The inverse power method operates with A−1 instead of A. A single step is vk+1 =,computations
"A−1vk, which means that we solve the linear system Avk+1 = vk (and save the factors",computations
"L and U!). Now we converge to the smallest eigenvalue λ1 and its eigenvector x1,",computations
"provided |λ1| < |λ2|. Often it is λ1 that is wanted in the applications, and then",computations
inverse iteration is an automatic choice.,computations
3. The shifted inverse power method is best of all. Replace A by A−αI. Each eigen-,computations
"value is shifted by α, and the convergence factor for the inverse method will change",computations
"to r′′ = |λ1 −α|/|λ2 −α|. If α is a good approximation to λ1, r′′ will be very small",computations
and the convergence is enormously accelerated. Each step of the method solves,computations
"When α is close to λ1, the ﬁrst term dominates after only one or two steps. If",computations
"λ1 has already been computed by another algorithm (such as QR), then α is this",computations
computed value. One standard procedure is to factor A − αI into LU and to solve,computations
"Ux1 = (1,1,...,1) by back-substitution.",computations
"If λ1 is not already approximated, the shifted inverse power method has to generate its",computations
"own choice of α. We can vary α = αk at every step if we want to, so (A−αkI)wk+1 = wk.",computations
7.3 Computation of Eigenvalues,computations
"When A is symmetric, a very accurate choice is the Rayleigh quotient:",computations
αk = R(wk) = wT,computations
This quotient R(x) has a minimum at the true eigenvector x1. Its graph is like the bottom,computations
"of a parabola, so the error λ1 − αk is roughly the square of the error in the eigenvector.",computations
The convergence factors |λ1 − αk|/|λ2 − αk| are themselves converging to zero. Then,computations
these Rayleigh quotient shifts give cubic convergence of αk to λ1.2,computations
Tridiagonal and Hessenberg Forms,computations
The power method is reasonable only for a matrix that is large and sparse. When too,computations
"many entries are nonzero, this method is a mistake. Therefore we ask whether there is",computations
any simple way to create zeros. That is the goal of the following paragraphs.,computations
It should be said that after computing a similar matrix Q−1AQ with more zeros than,computations
"A, we do not intend to go back to the power method. There are much more powerful",computations
"variants, and the best of them seems to be the QR algorithm. (The shifted inverse power",computations
"method has its place at the very end, in ﬁnding the eigenvector.) The ﬁrst step is to pro-",computations
"duce quickly as many zeros as possible, using an orthogonal matrix Q. If A is symmetric,",computations
then so is Q−1AQ. No entry can become dangerously large because Q preserves lengths.,computations
"To go from A to Q−1AQ, there are two main possibilities: We can produce one zero at",computations
"every step (as in elimination), or we can work with a whole column at once. For a single",computations
"zero, it is easy to use a plane rotation as illustrated in equation (7), found near the end",computations
"of this section, that has cosθ and sinθ in a 2 by 2 block. Then we could cycle through",computations
"all the entries below the diagonal, choosing at each step a rotation θ that will produce a",computations
"zero; this is Jacobi’s method. It fails to diagonalize A after a ﬁnite number of rotations,",computations
since the zeros from early steps will be destroyed when later zeros are created.,computations
"To preserve the zeros and stop, we have to settle for less than a triangular form.",computations
The Hessenberg form accepts one nonzero diagonal below the main diagonal. If a,computations
"Hessenberg matrix is symmetric, it only has three nonzero diagonals.",computations
A series of rotations in the right planes will produce the required zeros. Householder,computations
found a new way to accomplish exactly the same thing. A Householder transformation,computations
is a reﬂection matrix determined by one vector v:,computations
H = I −2 vvT,computations
"Often v is normalized to become a unit vector u = v/∥v∥, and then H becomes I −2uuT.",computations
In either case H is both symmetric and orthogonal:,computations
HTH = (I −2uuT)(I −2uuT) = I −4uuT +4uuTuuT = I.,computations
2Linear convergence means that every step multiplies the error by a ﬁxed factor r < 1. Quadratic convergence,computations
"means that the error is squared at every step, as in Newton’s method xk+1 −xk = −f(xk)/ f ′(xk) for solving f(x) =",computations
0. Cubic convergence takes 10−1 to 10−3 to 10−9.,computations
Chapter 7 Computations with Matrices,computations
"Thus H = HT = H−1. Householder’s plan was to produce zeros with these matrices, and",computations
its success depends on the following identity Hx = −σz:,computations
"Suppose z is the column vector (1,0,...,0), σ = ∥x∥, and v = x + σz.",computations
"Then Hx = −σz = (−σ,0,...,0). The vector Hx ends in zeros as desired.",computations
The proof is to compute Hx and reach −σz:,computations
Hx = x− 2vvTx,computations
(because xTx = σ2),computations
"This identity can be used right away, on the ﬁrst column of A. The ﬁnal Q−1AQ is",computations
allowed one nonzero diagonal below the main diagonal (Hessenberg form). Therefore,computations
only the entries strictly below the diagonal will be involved:,computations
"At this point Householder’s matrix H is only of order n − 1, so it is embedded into the",computations
lower right-hand corner of a full-size matrix U1:,computations
∗ ∗ ∗ ∗,computations
∗ ∗ ∗ ∗,computations
∗ ∗ ∗ ∗,computations
∗ ∗ ∗ ∗,computations
∗ ∗ ∗ ∗,computations
"The ﬁrst stage is complete, and U−1",computations
1 AU1 has the required ﬁrst column. At the second,computations
"stage, x consists of the last n − 2 entries in the second column (three bold stars). Then",computations
"H2 is of order n−2. When it is embedded in U2, it produces",computations
∗ ∗ ∗ ∗ ∗,computations
∗ ∗ ∗ ∗ ∗,computations
0 ∗ ∗ ∗ ∗,computations
0 0 ∗ ∗ ∗,computations
0 0 ∗ ∗ ∗,computations
"U3 will take care of the third column. For a 5 by 5 matrix, the Hessenberg form is",computations
"achieved (it has six zeros). In general Q is the product of all the matrices U1U2···Un−2,",computations
and the number of operations required to compute it is of order n3.,computations
7.3 Computation of Eigenvalues,computations
Example 2. (to change a13 = a31 to zero),computations
"Embedding H into Q, the result Q−1AQ is tridiagonal:",computations
Q−1AQ is a matrix that is ready to reveal its eigenvalues—the QR algorithm is ready to,computations
begin—but we digress for a moment to mention two other applications of these same,computations
1. The Gram-Schmidt factorization A = QR. Remember that R is to be upper trian-,computations
"gular. We no longer have to accept an extra nonzero diagonal below the main one,",computations
since no matrices are multiplying on the right to spoil the zeros. The ﬁrst step in,computations
constructing Q is to work with the whole ﬁrst column of A:,computations
H1 = I −2 vvT,computations
"The ﬁrst column of H1A equals −∥x∥z. It is zero below the main diagonal, and it",computations
"is the ﬁrst column of R. The second step works with the second column of H1A,",computations
"from the pivot on down, and produces an H2H1A which is zero below that pivot.",computations
"(The whole algorithm is like elimination, but slightly slower.) The result of n − 1",computations
"steps is an upper triangular R, but the matrix that records the steps is not a lower",computations
"triangular L. Instead it is the product Q = H1H2···Hn−1, which can be stored in this",computations
factored form (keep only the v’s) and never computed explicitly. That completes,computations
